year_month,BDI_mean,Brent_USD_per_barrel,policy_rate,FAO_23012,FAO_23013,FAO_23014,BWA_FAO_CP_23012,BWA_FAO_CP_23013,BWA_FAO_CP_23014,KEN_FAO_CP_23012,KEN_FAO_CP_23013,KEN_FAO_CP_23014,NAM_FAO_CP_23012,NAM_FAO_CP_23013,NAM_FAO_CP_23014,ZAF_FAO_CP_23012,ZAF_FAO_CP_23013,ZAF_FAO_CP_23014,ZWE_FAO_CP_23012,ZWE_FAO_CP_23013,ZWE_FAO_CP_23014
2021-05,2965.2631578947367,68.53,12.0,124.849179,124.622976,12.555894,124.849179,124.622976,12.555894,141.070385,161.941765,6.882847,129.401159,140.323243,6.554721,130.8181,141.252648,6.746464,4671.461009,6879.219408,178.61568
2021-06,2932.0,73.16,12.0,123.184978,118.836858,6.822327,123.184978,118.836858,6.822327,141.186086,161.903595,8.213707,130.021031,140.770973,7.2625,131.132567,141.396637,6.623236,4852.807554,7099.700447,108.75769
2021-07,3187.9545454545455,75.17,12.0,124.166136,118.963051,6.532611,124.166136,118.963051,6.532611,141.645838,160.96849,8.59304,130.232299,140.153126,6.092723,132.547666,141.684614,6.724512,4977.117686,7277.984158,55.085984
2021-08,3720.0,70.75,12.0,124.280291,119.174283,6.320939,124.280291,119.174283,6.320939,141.969246,162.365399,10.553744,130.034986,140.70929,5.240168,133.019366,141.972591,6.825569,5185.601214,7506.377197,50.470518
2021-09,4287.772727272727,74.49,12.0,124.844844,119.429826,6.349203,124.844844,119.429826,6.349203,142.420085,162.48577,10.4581,130.4878,140.904982,4.965744,133.333833,141.972591,6.709957,5430.646546,7868.395107,54.51438
2021-10,4819.952380952381,83.54,12.0,125.963055,119.953119,6.815183,125.963055,119.953119,6.815183,143.151621,164.363138,10.381123,130.729865,142.154271,5.180863,133.805533,143.268486,6.189968,5778.227425,8463.201611,61.35358
2021-11,2780.4545454545455,81.05,12.0,125.937712,120.088047,6.735267,125.937712,120.088047,6.735267,143.801164,165.936642,9.800728,131.472804,142.567972,5.184961,134.277233,143.412475,5.620361,6111.346079,9014.404208,65.392432
2021-12,2832.1111111111113,74.17,12.0,126.130008,120.433366,7.24283,126.130008,120.433366,7.24283,145.114778,168.780295,8.996831,131.990661,142.578512,5.117352,135.063399,143.988429,5.374078,6463.314374,9575.452849,64.908403
2022-01,1760.8,86.51,12.0,128.923091,120.801945,7.06931,128.923091,120.801945,7.06931,145.566211,169.804501,7.982029,133.381759,143.083631,5.61371,135.377866,145.284324,5.65445,6808.620296,10225.994991,63.309373
2022-02,1834.9,97.13,12.0,129.319689,121.358602,6.765926,129.319689,121.358602,6.765926,146.164188,171.219221,8.003138,133.675032,144.564788,5.441457,136.164032,146.724209,6.478579,7018.768988,10763.53333,64.613955
2022-03,2464.086956521739,117.25,12.0,129.6058,122.086813,3.527643,129.6058,122.086813,3.527643,147.40323,173.85023,9.623377,134.391038,145.219116,4.642817,137.579132,147.588139,6.217617,7205.238954,11218.42515,67.358715
2022-04,2220.3684210526317,104.58,12.0,133.496197,124.776322,1.280762,133.496197,124.776322,1.280762,149.899274,178.9895,10.975515,136.294417,147.320254,5.74765,138.522532,148.596058,5.954825,7899.321605,12530.018699,83.881933
2022-05,2943.0476190476193,113.34,12.0,136.934197,127.989125,2.701066,136.934197,127.989125,2.701066,151.062034,181.235982,11.914293,136.41075,149.591575,6.604987,139.465931,151.907792,7.543323,8585.018041,14659.342447,113.096015
2022-06,2389.45,122.71,1.65,138.773688,130.258694,9.611358,138.773688,130.258694,9.611358,152.406064,183.70939,13.468382,137.804169,150.594144,6.978123,140.881031,153.92363,8.85947,10132.02813,18260.177401,157.196448
2022-07,2076.9523809523807,111.93,2.15,141.968371,133.058714,11.848774,141.968371,133.058714,11.848774,153.426163,185.86696,15.467915,139.149283,151.871314,8.360989,143.23953,155.651491,9.857724,11761.913759,22166.737285,204.572486
2022-08,1411.9545454545455,100.45,2.15,142.423547,134.960231,13.246102,142.423547,134.960231,13.246102,154.076841,186.883162,15.100362,139.553885,153.131305,8.828141,143.553997,158.387271,11.561866,12540.351872,24488.902912,226.241305
2022-09,1487.142857142857,89.76,2.65,142.058962,137.126341,14.817501,142.058962,137.126341,14.817501,155.487696,187.372461,15.316228,139.753305,154.00849,9.299535,143.71123,158.963225,11.967546,12857.05483,24454.634843,210.795715
2022-10,1813.857142857143,93.33,2.65,142.406652,138.897351,15.79303,142.406652,138.897351,15.79303,156.881414,189.91384,15.545275,139.976351,155.039796,9.064466,144.18293,160.403109,11.959799,13268.965998,25116.478924,196.772783
2022-11,1298.9545454545455,91.42,2.65,142.406652,138.897351,15.662927,142.406652,138.897351,15.662927,157.427858,191.161232,15.201338,140.73292,156.025119,9.43911,144.65463,161.26704,12.449799,13450.502897,25285.131578,180.49698
2022-12,1453.4117647058824,80.92,2.65,141.829762,140.797604,16.909133,141.829762,140.797604,16.909133,158.267465,191.545388,13.488004,141.103916,159.401352,11.799001,145.283563,161.986982,12.5,13620.200432,25807.215691,169.51431
2023-01,908.8095238095239,82.5,2.65,140.943307,141.583176,17.202729,140.943307,141.583176,17.202729,158.635665,191.77327,12.937684,142.708955,163.182504,14.046941,145.12633,165.010739,13.5778,13720.077371,25903.117296,153.306571
2023-02,658.35,82.59,2.65,141.054683,142.354644,17.300828,141.054683,142.354644,17.300828,159.656241,194.073421,13.347917,143.271622,164.870118,14.045834,146.226963,166.594612,13.542689,13499.505005,25493.920671,136.854571
2023-03,1410.0434782608695,78.43,2.65,142.528477,143.768863,17.759534,142.528477,143.768863,17.759534,160.949799,197.127717,13.389391,144.073282,166.36944,14.564421,147.642063,168.322473,14.04878,13517.151089,25569.052729,127.920162
2023-04,1480.3333333333333,84.64,2.65,144.126319,145.495142,16.604768,144.126319,145.495142,16.604768,161.748359,196.986267,10.05465,144.630914,167.138067,13.452199,148.270996,169.330392,13.953488,13836.495247,25265.736733,101.641652
2023-05,1416.05,75.47,2.65,144.722772,146.269136,14.282472,144.722772,146.269136,14.282472,163.193501,199.952729,10.32728,144.990051,168.305765,12.51019,148.585462,169.906346,11.848341,16014.357247,31805.005523,116.960656
2023-06,1081.7727272727273,74.84,2.65,145.107921,147.015345,12.864132,145.107921,147.015345,12.864132,164.422898,202.513061,10.235553,145.079171,168.255181,11.727572,148.899929,170.770276,10.944808,27938.725123,64932.5433,255.596454
2023-07,1040.1904761904761,80.11,2.65,144.124429,147.287621,10.693706,144.124429,147.287621,10.693706,164.598205,201.476285,8.398117,145.464908,167.84818,10.520003,150.000562,171.058253,9.898242,23677.097901,45020.232069,103.098144
2023-08,1149.8636363636363,86.15,2.65,144.198902,147.116804,9.007522,144.198902,147.116804,9.007522,164.438913,200.796363,7.444866,146.095046,168.41239,9.979073,150.472262,171.058253,8.0,22219.944889,41816.916724,70.758637
2023-09,1393.4285714285713,93.72,2.65,146.6304,147.638939,7.666359,146.6304,147.638939,7.666359,166.03292,202.192413,7.909355,147.252703,169.08294,9.788064,151.572895,172.066172,8.242754,22432.12379,42257.494087,72.79953
2023-10,1867.6818181818182,90.6,2.65,146.756449,147.985627,6.54316,146.756449,147.985627,6.54316,167.736606,204.719651,7.796067,148.415117,169.542433,9.354138,152.987995,174.801952,8.976661,22983.378548,43278.885011,72.312708
2023-11,1831.4545454545455,82.94,2.65,146.714433,148.982852,7.261119,146.714433,148.982852,7.261119,168.130429,205.605096,7.555854,148.801432,170.343964,9.177269,152.830761,176.097848,9.196429,24027.198461,45393.080958,79.524796
2023-12,2537.625,77.63,2.65,146.861601,149.353957,6.077058,146.861601,149.353957,6.077058,168.763278,206.304382,7.70522,148.593482,171.21539,7.411504,152.830761,175.95386,8.622222,25157.023824,49313.12187,91.08269
